GoldID	Name	Formula	(Score,Rank)	DCG	nDCG
323	dirac equation in curved spacetime	J^{0}=\bar{\psi}\gamma^{0}\psi=\psi^{\dagger}\psi.			
323	dirac equation in curved spacetime	[L]+[L_{n-1}M]\rightleftharpoons[L_{n}M]\qquad K^{\prime}_{n}=\frac{[L][L_{n-1%}M]}{[L_{n}M]}\qquad[L_{n}M]=\frac{[L]^{n}[M]}{K^{\prime}_{1}K^{\prime}_{2}K^{%\prime}_{3}\cdots K^{\prime}_{n}}			
323	dirac equation in curved spacetime	{\left({{n}\atop{i}}\right)}=\frac{n!}{(n-i)!i!}			
323	dirac equation in curved spacetime	(x-1)(x-1)=0			
323	dirac equation in curved spacetime	=\left(\frac{1}{2}V_{c}V^{\prime}_{c}\right)\underbrace{V_{m}\cos(\omega_{m}t)%}_{\text{original message}}+\frac{1}{2}V_{c}V^{\prime}_{c}V_{m}\left[\cos((%\omega_{m}+2\omega_{c})t)+\cos((\omega_{m}-2\omega_{c})t)\right]			
323	dirac equation in curved spacetime	m_{1}\mbox{sinh}(s_{1})+m_{2}\mbox{sinh}(s_{2})=m_{1}\mbox{sinh}(s_{3})+m_{2}%\mbox{sinh}(s_{4})			
323	dirac equation in curved spacetime	s_{1}-s_{2}=-s_{3}+s_{4}			
323	dirac equation in curved spacetime	v_{1x}=v_{1}\cos\theta_{1},\;v_{1y}=v_{1}\sin\theta_{1}			
323	dirac equation in curved spacetime	\ \cos(\omega t+\phi)=\Re\Big\{e^{j(\omega t+\phi)}\Big\}			
323	dirac equation in curved spacetime	1/T=A+B\ln(\rho)+C(\ln(\rho))^{3}\,			
323	dirac equation in curved spacetime	\mathbf{J}(\mathbf{r})=\sigma(\mathbf{r})\mathbf{E}(\mathbf{r})\,\,%\rightleftharpoons\,\,\mathbf{E}(\mathbf{r})=\rho(\mathbf{r})\mathbf{J}(%\mathbf{r}),\,\!			
323	dirac equation in curved spacetime	U_{ES}=\frac{1}{2}\varepsilon\int_{V}|\mathbf{E}|^{2}\,\mathrm{d}V\,,			
323	dirac equation in curved spacetime	E^{o}_{cell}=\frac{RT}{nF}\ln K			
323	dirac equation in curved spacetime	\Delta E=\Delta E^{\circ}-\frac{RT}{nF}\ln Q			
323	dirac equation in curved spacetime	E=0-\frac{0.0257\,\mathrm{V}}{2}\ln\frac{0.05}{2.0}=0.0474\,\mathrm{V}			
323	dirac equation in curved spacetime	\nabla\times\left(\nabla\times\mathbf{A}\right)=\nabla\left(\nabla\cdot\mathbf%{A}\right)-\nabla^{2}\mathbf{A}			
323	dirac equation in curved spacetime	\nabla\times\left(\nabla\times\mathbf{E}\right)=\nabla\left(\nabla\cdot\mathbf%{E}\right)-\nabla^{2}\mathbf{E}=-\nabla^{2}\mathbf{E}\qquad\ \ (6)\,			
323	dirac equation in curved spacetime	\nabla^{2}\mathbf{E}=\mu_{0}\epsilon_{0}\frac{\partial^{2}\mathbf{E}}{\partialt%^{2}}			
323	dirac equation in curved spacetime	E_{\rm d}({\rm AB})=\sqrt{E_{\rm d}({\rm AA})E_{\rm d}({\rm BB})}+1.3(\chi_{%\rm A}-\chi_{\rm B})^{2}eV			
323	dirac equation in curved spacetime	c^{2}=a^{2}+b^{2}			
323	dirac equation in curved spacetime	x=4			
323	dirac equation in curved spacetime	x^{2}+1=0\,			
323	dirac equation in curved spacetime	a^{x}=b			
323	dirac equation in curved spacetime	3\cdot 2^{x-1}+1=10			
323	dirac equation in curved spacetime	4\log_{5}(x-3)-2=6\,			
323	dirac equation in curved spacetime	x=28.\,			
323	dirac equation in curved spacetime	y=2x-1.\,			
323	dirac equation in curved spacetime	\begin{cases}\begin{aligned}\displaystyle x+y&\displaystyle=1\\\displaystyle 0x+0y&\displaystyle=2\,.\end{aligned}\end{cases}			
323	dirac equation in curved spacetime	\begin{cases}\begin{aligned}\displaystyle 4x+2y&\displaystyle=12\\\displaystyle-2x-y&\displaystyle=-4\,.\end{aligned}\end{cases}			
323	dirac equation in curved spacetime	y=-2x+6\,			
323	dirac equation in curved spacetime	y=-2x+6			
323	dirac equation in curved spacetime	\sum a(n)q^{n},\qquad q=\exp(2\pi iz)			
323	dirac equation in curved spacetime	f(z)=q-2q^{2}-3q^{3}+2q^{4}-2q^{5}+6q^{6}+\cdots,\qquad q=\exp(2\pi iz)			
323	dirac equation in curved spacetime	y^{2}=x^{3}-px-q			
323	dirac equation in curved spacetime	y^{2}=4x^{3}+b_{2}x^{2}+2b_{4}x+b_{6}			
323	dirac equation in curved spacetime	y^{2}=x^{3}+ax+b,\,			
323	dirac equation in curved spacetime	\mathrm{\delta}W=\mathrm{d}(p_{out}V_{out})-\mathrm{d}(p_{in}V_{in})+\mathrm{%\delta}W_{shaft}			
323	dirac equation in curved spacetime	x=-1.			
323	dirac equation in curved spacetime	P=0			
323	dirac equation in curved spacetime	x^{5}-3x+1=0			
323	dirac equation in curved spacetime	y^{4}+\frac{xy}{2}=\frac{x^{3}}{3}-xy^{2}+y^{2}-\frac{1}{7}			
323	dirac equation in curved spacetime	\mathbf{\tau}=\mathbf{I}\cdot\boldsymbol{\alpha}			
323	dirac equation in curved spacetime	-\frac{\partial S(\mathbf{q},t)}{\partial t}=H\left(\mathbf{q},\mathbf{p},t\right)			
323	dirac equation in curved spacetime	\mathbf{F}=q\left(\mathbf{E}+\mathbf{v}\times\mathbf{B}\right)\,\!			
323	dirac equation in curved spacetime	\frac{d\mathbf{p}}{dt}=q\left(\mathbf{E}+\frac{\mathbf{p}\times\mathbf{B}}{m}%\right)\,\!			
323	dirac equation in curved spacetime	H=\frac{\left(\mathbf{P}-q\mathbf{A}\right)^{2}}{2m}-q\phi\,\!			
323	dirac equation in curved spacetime	\ pV_{m}=R(T_{C}+273.15).			
323	dirac equation in curved spacetime	{\ pV=nRT}.			
323	dirac equation in curved spacetime	z_{m}=9.49			
323	dirac equation in curved spacetime	k_{3}=1.90476.			
323	dirac equation in curved spacetime	\ T_{c}=\frac{a}{4Rb},\ p_{c}=\frac{a}{4b^{2}e^{2}},\ V_{c}=2b.			
323	dirac equation in curved spacetime	B=b-\frac{a}{RT}.			
323	dirac equation in curved spacetime	c^{2}=\gamma(p+p^{0})/\rho			
323	dirac equation in curved spacetime	p(V)=3K_{0}\left(\frac{1-\eta}{\eta^{2}}\right)\exp\left[\tfrac{3}{2}\left(K_{%0}^{\prime}-1\right)(1-\eta)\right]~{},~{}~{}\eta:=(V/V_{0})^{1/3}~{},~{}~{}K_%{0}^{\prime}:=\frac{dK_{0}}{dp}			
323	dirac equation in curved spacetime	p(V)=\frac{K_{0}}{K_{0}^{\prime}}\left[\left(\frac{V}{V_{0}}\right)^{-K_{0}^{%\prime}}-1\right]\,.			
323	dirac equation in curved spacetime	p(V)=\frac{3K_{0}}{2}\left[\left(\frac{V_{0}}{V}\right)^{\frac{7}{3}}-\left(%\frac{V_{0}}{V}\right)^{\frac{5}{3}}\right]\left\{1+\frac{3}{4}\left(K_{0}^{%\prime}-4\right)\left[\left(\frac{V_{0}}{V}\right)^{\frac{2}{3}}-1\right]%\right\}.			
323	dirac equation in curved spacetime	p(V)=\begin{cases}k_{1}~{}\xi+k_{2}~{}\xi^{2}+k_{3}~{}\xi^{3}+\Delta p&\qquad%\text{Compression}\\k_{1}~{}\xi&\qquad\text{Tension}\end{cases}~{};~{}~{}\xi:=\cfrac{V_{0}}{V}-1			
323	dirac equation in curved spacetime	p(V)-p_{0}=\frac{\Gamma}{V}(e-e_{0})			
323	dirac equation in curved spacetime	\begin{pmatrix}a\\b\end{pmatrix}=\mathbf{M}\begin{pmatrix}r_{N-1}\\0\end{pmatrix}=\mathbf{M}\begin{pmatrix}g\\0\end{pmatrix}\,.			
323	dirac equation in curved spacetime	\begin{pmatrix}g\\0\end{pmatrix}=\mathbf{M}^{-1}\begin{pmatrix}a\\b\end{pmatrix}=(-1)^{N+1}\begin{pmatrix}m_{22}&-m_{12}\\-m_{21}&m_{11}\end{pmatrix}\begin{pmatrix}a\\b\end{pmatrix}\,.			
323	dirac equation in curved spacetime	ax+by=c			
323	dirac equation in curved spacetime	sa+tb=g			
323	dirac equation in curved spacetime	\frac{a}{b}=q_{0}+\cfrac{1}{q_{1}+\cfrac{r_{1}}{r_{0}}}\,.			
323	dirac equation in curved spacetime	\left\|\mathbf{p}\right\|=\sqrt{p_{1}^{2}+p_{2}^{2}+\cdots+p_{n}^{2}}=\sqrt{%\mathbf{p}\cdot\mathbf{p}},			
323	dirac equation in curved spacetime	d(p,q)=\sqrt{(p_{1}-q_{1})^{2}+(p_{2}-q_{2})^{2}+\cdots+(p_{i}-q_{i})^{2}+%\cdots+(p_{n}-q_{n})^{2}}.			
323	dirac equation in curved spacetime	59^{4}+158^{4}=133^{4}+134^{4};			
323	dirac equation in curved spacetime	\Pi(z)=z\Pi(z-1)\,.			
323	dirac equation in curved spacetime	\varphi^{n}=F_{n}\varphi+F_{n-1}.			
323	dirac equation in curved spacetime	\begin{pmatrix}1&1\\1&0\end{pmatrix}^{n}=\begin{pmatrix}F_{n+1}&F_{n}\\F_{n}&F_{n-1}\end{pmatrix}.			
323	dirac equation in curved spacetime	\;\;J_{i}=-\sum_{j=1}^{3}D_{ij}\frac{\partial\phi}{\partial x_{j}}\ .			
323	dirac equation in curved spacetime	f^{\prime}(x)=\lim_{h\to 0}\frac{f(x+h)-f(x)}{h}.			
323	dirac equation in curved spacetime	\text{IP}=\Bigg(\frac{ID}{MT}\Bigg)			
323	dirac equation in curved spacetime	\ {\partial\rho\over\partial t}+\nabla\cdot(\rho\mathbf{u})=0			
323	dirac equation in curved spacetime	T(x,y)=2\sum_{n=1}^{\infty}\frac{(-1)^{n+1}}{n}\sin(nx){\sinh(ny)\over\sinh(n%\pi)}.			
323	dirac equation in curved spacetime	c_{j,k}={1\over 4\pi^{2}}\int_{-\pi}^{\pi}\int_{-\pi}^{\pi}f(x,y)e^{-ijx}e^{-%iky}\,dx\,dy.			
323	dirac equation in curved spacetime	{\partial^{2}y(x,t)\over\partial^{2}x}={\partial y(x,t)\over\partial t}.			
323	dirac equation in curved spacetime	{\partial^{2}\over\partial x^{2}}\psi(x,t)=i\frac{h}{2\pi}{\partial\over%\partial t}\psi(x,t).			
323	dirac equation in curved spacetime	({\partial^{2}\over\partial x^{2}}+1)\psi(x,t)={\partial^{2}\over\partial t^{2%}}\psi(x,t).			
323	dirac equation in curved spacetime	=A_{c}\cos\left(2\pi f_{c}t+2\pi f_{\Delta}\int_{0}^{t}x_{m}(\tau)d\tau\right)			
323	dirac equation in curved spacetime	R_{\mathrm{p}}=\left|\frac{n_{1}\cos\theta_{\mathrm{t}}-n_{2}\cos\theta_{%\mathrm{i}}}{n_{1}\cos\theta_{\mathrm{t}}+n_{2}\cos\theta_{\mathrm{i}}}\right|%^{2}=\left|\frac{n_{1}\sqrt{1-\left(\frac{n_{1}}{n_{2}}\sin\theta_{\mathrm{i}}%\right)^{2}}-n_{2}\cos\theta_{\mathrm{i}}}{n_{1}\sqrt{1-\left(\frac{n_{1}}{n_{%2}}\sin\theta_{\mathrm{i}}\right)^{2}}+n_{2}\cos\theta_{\mathrm{i}}}\right|^{2%}\!.			
323	dirac equation in curved spacetime	\lambda=\frac{c}{f}			
323	dirac equation in curved spacetime	g=\frac{1}{|f(w)|^{\frac{2}{n}}}\,|dw|^{2}			
323	dirac equation in curved spacetime	P_{\text{out}}=\eta_{\text{capture}}\left(P_{\text{fusion}}-P_{\text{%conduction}}-P_{\text{radiation}}\right)			
323	dirac equation in curved spacetime	=-0.5			
323	dirac equation in curved spacetime	\text{gain}=10\log{\left(\frac{I_{\text{out}}^{2}R_{\text{out}}}{I_{\text{in}}%^{2}R_{\text{in}}}\right)}~{}\text{dB}.			
323	dirac equation in curved spacetime	AB=1.			
323	dirac equation in curved spacetime	A-B-2\sqrt{3}=0			
323	dirac equation in curved spacetime	D=-\sqrt{2}-\sqrt{3}.			
323	dirac equation in curved spacetime	\zeta(s)\;\Gamma(s)=\int_{0}^{\infty}\frac{t^{s}}{e^{t}-1}\;\frac{dt}{t}.			
323	dirac equation in curved spacetime	R=\frac{PV}{NT}			
323	dirac equation in curved spacetime	R=\frac{\mathrm{work}}{\mathrm{amount}\times\mathrm{temperature}}			
323	dirac equation in curved spacetime	P_{1}V_{1}=P_{2}V_{2}\,			
323	dirac equation in curved spacetime	\frac{V_{1}}{n_{1}}=\frac{V_{2}}{n_{2}}\,			
323	dirac equation in curved spacetime	H_{1}(x)=2x\,			
323	dirac equation in curved spacetime	n=0			
323	dirac equation in curved spacetime	B=\int_{0}^{1}L(X)dX.			
323	dirac equation in curved spacetime	\textstyle 2\left(\frac{1+\sqrt{5}}{2}\right)-1=\sqrt{5}			
323	dirac equation in curved spacetime	\varphi^{-1}=[0;1,1,1,\dots]=0+\cfrac{1}{1+\cfrac{1}{1+\cfrac{1}{1+\ddots}}}			
323	dirac equation in curved spacetime	x^{2}=ax+b			
323	dirac equation in curved spacetime	x_{n+1}=\frac{(x_{n}+5/x_{n})}{2}			
323	dirac equation in curved spacetime	x_{n+1}=\frac{x_{n}^{2}+1}{2x_{n}-1},			
323	dirac equation in curved spacetime	\mbox{Grade of Service}=\frac{\left(\frac{A^{N}}{N!}\right)}{\left(\sum_{k=0}^%{N}\frac{A^{k}}{k!}\right)}\qquad(2)			
323	dirac equation in curved spacetime	h(u*v)=h(u)\cdot h(v)			
323	dirac equation in curved spacetime	\nu(g^{-1}S)=\Delta(g)\nu(S).\quad			
323	dirac equation in curved spacetime	-B\times E=E\times B=B\times(v\times B)=vB^{2}-B(v\cdot B)			
323	dirac equation in curved spacetime	H\left|\psi(t)\right\rangle=i\hbar{\partial\over\partial t}\left|\psi(t)\right\rangle.			
323	dirac equation in curved spacetime	\left|\psi(t)\right\rangle=e^{-iHt/\hbar}\left|\psi(0)\right\rangle.			
323	dirac equation in curved spacetime	\frac{\@@section{part}{Pt1}{I}{Part~I}{{\@tag[][]{I}}}{{\@tag[][]{Part~I}}}}{%\@@section{part}{Pt2}{II}{Part~II}{{\@tag[][]{II}t}}{{\@tag[][]{Part~II}t}}}%\langle\psi(t)|G|\psi(t)\rangle=\frac{1}{i\hbar}\langle\psi(t)|[G,H]|\psi(t)%\rangle=0.			
323	dirac equation in curved spacetime	u(x)=u*\chi_{r}(x)\;			
323	dirac equation in curved spacetime	H=\frac{n}{\frac{1}{x_{1}}+\frac{1}{x_{2}}+\cdots+\frac{1}{x_{n}}}=\frac{n}{%\sum_{i=1}^{n}\frac{1}{x_{i}}}=\frac{n\cdot\prod_{j=1}^{n}x_{j}}{\sum_{i=1}^{n%}\frac{\prod_{j=1}^{n}x_{j}}{x_{i}}}.			
323	dirac equation in curved spacetime	Q=2\pi\times\frac{\text{Energy stored}}{\text{Energy lost per cycle}}.			
323	dirac equation in curved spacetime	\frac{\mathrm{d}^{2}x}{\mathrm{d}t^{2}}+2\zeta\omega_{0}\frac{\mathrm{d}x}{%\mathrm{d}t}+\omega_{0}^{2}x=\frac{F(t)}{m}.			
323	dirac equation in curved spacetime	\frac{\mathrm{d}^{2}q}{\mathrm{d}\tau^{2}}+2\zeta\frac{\mathrm{d}q}{\mathrm{d}%\tau}+q=\cos(\omega\tau).			
323	dirac equation in curved spacetime	q_{s}=A\mathrm{e}^{\mathrm{i}(\omega\tau+\phi)},\ \frac{\mathrm{d}q_{s}}{%\mathrm{d}\tau}=\mathrm{i}\omega A\mathrm{e}^{\mathrm{i}(\omega\tau+\phi)},\ %\frac{\mathrm{d}^{2}q_{s}}{\mathrm{d}\tau^{2}}=-\omega^{2}A\mathrm{e}^{\mathrm%{i}(\omega\tau+\phi)}.			
323	dirac equation in curved spacetime	\,\!q_{s}(\tau)=A(\zeta,\omega)\cos(\omega\tau+\phi(\zeta,\omega))=A\cos(%\omega\tau+\phi).			
323	dirac equation in curved spacetime	\,\!q(\tau)=q_{t}(\tau)+q_{s}(\tau).			
323	dirac equation in curved spacetime	{\mathrm{d}^{2}\theta\over\mathrm{d}t^{2}}+{g\over\ell}\theta=0.			
323	dirac equation in curved spacetime	F\left(t\right)=-kx\left(t\right)			
323	dirac equation in curved spacetime	F(t)=-kx(t)=m\frac{\mathrm{d}^{2}}{\mathrm{d}{t}^{2}}x\left(t\right)=ma.			
323	dirac equation in curved spacetime	\left(\frac{1}{2}\right)^{s}+\left(\frac{1}{2}\right)^{s}+\left(\frac{1}{2}%\right)^{s}=3\left(\frac{1}{2}\right)^{s}=1.			
323	dirac equation in curved spacetime	V_{\text{out}}(t)=\overbrace{C\,\left(\frac{\operatorname{d}V_{\text{in}}}{%\operatorname{d}t}-\frac{\operatorname{d}V_{\text{out}}}{\operatorname{d}t}%\right)}^{I(t)}\,R=RC\,\left(\frac{\operatorname{d}V_{\text{in}}}{%\operatorname{d}t}-\frac{\operatorname{d}V_{\text{out}}}{\operatorname{d}t}\right)			
323	dirac equation in curved spacetime	d=\sqrt{h(D+h)}=\sqrt{h(2R+h)}\,,			
323	dirac equation in curved spacetime	a_{0}=1			
323	dirac equation in curved spacetime	H^{2}(z)=H_{0}^{2}\left(\Omega_{M}(1+z)^{3}+\Omega_{k}(1+z)^{2}+\Omega_{%\Lambda}\right).			
323	dirac equation in curved spacetime	P=w\rho c^{2}			
323	dirac equation in curved spacetime	\rho=a^{-3\left(1+w\right)}.			
323	dirac equation in curved spacetime	\rho_{de}(a)=\rho_{de0}a^{-3\left(1+w\right)}			
323	dirac equation in curved spacetime	k=0			
323	dirac equation in curved spacetime	\cos{\theta}_{W}*=r\cos{\theta}\,			
323	dirac equation in curved spacetime	P_{top}-P_{bottom}=-\rho\cdot g\cdot h.			
323	dirac equation in curved spacetime	dP=-\rho\cdot g\cdot dh.			
323	dirac equation in curved spacetime	dP=-\rho(P)\cdot g(h)\cdot dh.			
323	dirac equation in curved spacetime	\frac{dP}{dr}=-\frac{GM(r)\rho(r)}{r^{2}}\left(1+\frac{P(r)}{\rho(r)c^{2}}%\right)\left(1+\frac{4\pi r^{3}P(r)}{M(r)c^{2}}\right)\left(1-\frac{2GM(r)}{rc%^{2}}\right)^{-1}			
323	dirac equation in curved spacetime	y_{c}=-\frac{1}{D}\begin{vmatrix}A_{xx}&B_{x}\\A_{xy}&B_{y}\end{vmatrix}			
323	dirac equation in curved spacetime	\tan 2\Phi=\frac{2A_{xy}}{A_{xx}-A_{yy}}			
323	dirac equation in curved spacetime	\lambda^{2}-\left(A_{xx}+A_{yy}\right)\lambda+D=0			
323	dirac equation in curved spacetime	y\ =r\sin\theta			
323	dirac equation in curved spacetime	\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1			
323	dirac equation in curved spacetime	PV=nRT\,			
323	dirac equation in curved spacetime	V=k/P			
323	dirac equation in curved spacetime	PV=nRT			
323	dirac equation in curved spacetime	S(T,aV,aN)=aS(T,V,N).\,			
323	dirac equation in curved spacetime	af(N)=f(aN).\,			
323	dirac equation in curved spacetime	(\hat{c}_{v}=3/2)			
323	dirac equation in curved spacetime	\frac{S}{kN}=\ln\left(\frac{VT^{\hat{c}_{V}}}{N\Phi}\right)			
323	dirac equation in curved spacetime	x=−1/\sqrt{2}			
323	dirac equation in curved spacetime	W_{in}=F_{i}\cdot\text{Length}\,			
323	dirac equation in curved spacetime	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
323	dirac equation in curved spacetime	F_{i}-\mu F_{n}-F_{w}\sin\theta=0\,			
323	dirac equation in curved spacetime	F_{i}+\mu F_{n}-F_{w}\sin\theta=0\,			
323	dirac equation in curved spacetime	\mathrm{MA}=\frac{F_{w}}{F_{i}}=\frac{\cos\phi}{\sin(\theta-\phi)}\,			
323	dirac equation in curved spacetime	Y=P_{x}\cdot x+P_{y}\cdot y			
323	dirac equation in curved spacetime	\mathrm{P}(X=x|Y=y,Z=z)=\mathrm{P}(X=x|Z=z)			
323	dirac equation in curved spacetime	\mathbf{F}^{\prime}=m\mathbf{a}\ ,			
323	dirac equation in curved spacetime	\mathrm{NPV}=-123400+\frac{36200}{(1+r)^{1}}+\frac{54800}{(1+r)^{2}}+\frac{481%00}{(1+r)^{3}}=0.			
323	dirac equation in curved spacetime	n=2			
323	dirac equation in curved spacetime	\frac{y-y_{a}}{x-x_{a}}=\frac{y_{b}-y_{a}}{x_{b}-x_{a}}			
323	dirac equation in curved spacetime	x=f(y).			
323	dirac equation in curved spacetime	r(n)=\frac{n^{2}\hbar^{2}}{Zm_{e}e^{2}}			
323	dirac equation in curved spacetime	J(R)=\{\,x\in R\,\mid\,1+RxR\subset R^{\times}\,\}			
323	dirac equation in curved spacetime	j^{\star}=\sigma T^{4}			
323	dirac equation in curved spacetime	\widetilde{R}_{5\alpha}=0={1\over 2}g^{\beta\mu}\nabla_{\mu}(\phi^{3}F_{\alpha%\beta})			
323	dirac equation in curved spacetime	\widetilde{U}^{b}\widetilde{\nabla}_{b}\widetilde{U}^{a}={d\widetilde{U}^{a}%\over ds}+\widetilde{\Gamma}^{a}_{bc}\widetilde{U}^{b}\widetilde{U}^{c}=0			
323	dirac equation in curved spacetime	pa_{r}=\frac{n^{2}a^{2}b^{2}}{r^{2}}\varepsilon\cos\theta-p\frac{n^{2}a^{2}b^{%2}}{r^{3}}=\frac{n^{2}a^{2}b^{2}}{r^{2}}\left(\varepsilon\cos\theta-\frac{p}{r%}\right).			
323	dirac equation in curved spacetime	n\cdot P=2\pi			
323	dirac equation in curved spacetime	\ M=E-\varepsilon\sin E			
323	dirac equation in curved spacetime	E=\angle zcx			
323	dirac equation in curved spacetime	M=E-\varepsilon\cdot\sin E.			
323	dirac equation in curved spacetime	\ r\cdot(1+\varepsilon\cdot\cos\theta)=a\cdot(1-\varepsilon^{2})			
323	dirac equation in curved spacetime	\delta V=I_{0}\ln\left({M_{0}\over M_{1}}\right)			
323	dirac equation in curved spacetime	c+NL+SL=W			
323	dirac equation in curved spacetime	T_{s,M_{2}}(r)=\frac{T_{M_{2},M_{1}}(R)}{\sqrt{3}}.			
323	dirac equation in curved spacetime	j=j_{i}^{max}\left(-1+\sqrt{m_{i}/2\pi m_{e}}\,e^{-e\Delta V/k_{B}T_{e}}\right)			
323	dirac equation in curved spacetime	1/2=\left(1-e^{-e(V_{fl}-V_{+})/(kT_{e})}\right)/\left(1-e^{-e(V_{-}-V_{+})/(%kT_{e})}\right)			
323	dirac equation in curved spacetime	\frac{\partial^{2}\psi}{\partial x^{2}}+\frac{\partial^{2}\psi}{\partial y^{2}%}\equiv\psi_{xx}+\psi_{yy}=0.			
323	dirac equation in curved spacetime	d\psi=-\varphi_{y}\,dx+\varphi_{x}\,dy.			
323	dirac equation in curved spacetime	\psi_{xy}=\psi_{yx},			
323	dirac equation in curved spacetime	\psi_{x}=v,\quad\psi_{y}=-u,			
323	dirac equation in curved spacetime	\nabla\cdot(u,v)=\rho,			
323	dirac equation in curved spacetime	\iiint_{V}\nabla\cdot\nabla u\,dV=-1.			
323	dirac equation in curved spacetime	G=0\quad\hbox{if}\quad(x,y,z)\qquad\hbox{on }S.			
323	dirac equation in curved spacetime	E=-\nabla V			
323	dirac equation in curved spacetime	\frac{dN}{dt}=-\lambda N,			
323	dirac equation in curved spacetime	Z(s)={V(s)\over I(s)}\bigg|_{V_{o}=0}.			
323	dirac equation in curved spacetime	MA=\frac{F_{B}}{F_{A}}=\frac{a}{b},			
323	dirac equation in curved spacetime	\frac{\operatorname{d}p}{\operatorname{d}R}=\rho\frac{v^{2}}{R}			
323	dirac equation in curved spacetime	L=\oint p\mathbf{n}\cdot\mathbf{k}\;\mathrm{d}A,			
323	dirac equation in curved spacetime	\frac{\partial\log\mathcal{L}(\alpha,\beta\,|\,x_{1},\ldots,x_{n})}{\partial%\beta}=\frac{\partial\log\mathcal{L}(\alpha,\beta\,|\,x_{1})}{\partial\beta}+%\cdots+\frac{\partial\log\mathcal{L}(\alpha,\beta\,|\,x_{n})}{\partial\beta}=%\frac{n\alpha}{\beta}-\sum_{i=1}^{n}x_{i}.			
323	dirac equation in curved spacetime	Tv-\lambda v=(T-\lambda\,\text{I})v=0,			
323	dirac equation in curved spacetime	x_{0}+N=\{x_{0}+n:n\in N\}			
323	dirac equation in curved spacetime	C\mathbf{x}=0.			
323	dirac equation in curved spacetime	\begin{Bmatrix}x\\y\end{Bmatrix}=\begin{bmatrix}v_{1}&w_{1}\\v_{2}&w_{2}\end{bmatrix}\begin{Bmatrix}\alpha\\\beta\end{Bmatrix}.			
323	dirac equation in curved spacetime	A\mathbf{x}=\begin{bmatrix}a&b\end{bmatrix}\begin{Bmatrix}x\\y\end{Bmatrix}=c.			
323	dirac equation in curved spacetime	A\mathbf{h}=\begin{bmatrix}a&b\end{bmatrix}\begin{Bmatrix}1\\-a/b\end{Bmatrix}=0.			
323	dirac equation in curved spacetime	=1x^{3}+0x^{2}+0x+(-1).\,			
323	dirac equation in curved spacetime	0=1\,			
323	dirac equation in curved spacetime	P_{1}\oplus P_{3}\oplus C_{1}=K_{2}.			
323	dirac equation in curved spacetime	\frac{x}{a}+\frac{y}{b}=1,\,			
323	dirac equation in curved spacetime	y=(q-k)t+k.\,			
323	dirac equation in curved spacetime	\overrightarrow{P_{1}P_{2}}=(x_{2}-x_{1},\,y_{2}-y_{1})			
323	dirac equation in curved spacetime	y_{k}=\sum_{i=0}^{N}x_{k-i}\,h_{i}			
323	dirac equation in curved spacetime	f(a_{1}\mathbf{x}_{1}+\cdots+a_{m}\mathbf{x}_{m})=a_{1}f(\mathbf{x}_{1})+%\cdots+a_{m}f(\mathbf{x}_{m}).\!			
323	dirac equation in curved spacetime	a_{0}=-1			
323	dirac equation in curved spacetime	A\mathbf{x}=\mathbf{0}.			
323	dirac equation in curved spacetime	\begin{aligned}\displaystyle\mathbf{F}&\displaystyle=\frac{d\mathbf{p}}{dt}=%\frac{d(m\mathbf{v})}{dt}\\&\displaystyle=m\mathbf{a}+\mathbf{v}\frac{{\rm d}m}{{\rm d}t}\\\end{aligned}\,\!			
323	dirac equation in curved spacetime	\begin{aligned}\displaystyle\boldsymbol{\tau}&\displaystyle=\frac{{\rm d}%\mathbb{L}}{{\rm d}t}=\frac{{\rm d}(\mathbb{I}\cdot\boldsymbol{\omega})}{{\rm d%}t}\\&\displaystyle=\frac{{\rm d}\mathbb{I}}{{\rm d}t}\cdot\boldsymbol{\omega}+%\mathbb{I}\cdot\boldsymbol{\alpha}\\\end{aligned}\,\!			
323	dirac equation in curved spacetime	\mathbf{F}_{c}=m\mathbf{a}_{c}=-2m\boldsymbol{\omega\times v}			
323	dirac equation in curved spacetime	b^{c}=x\text{, }\log_{b}(x)=c\,			
323	dirac equation in curved spacetime	b^{y}=x.\,			
323	dirac equation in curved spacetime	\int\ln(x)\,dx=x\ln(x)-x+C.			
323	dirac equation in curved spacetime	\ln(t)=\int_{1}^{t}\frac{1}{x}\,dx.			
323	dirac equation in curved spacetime	\mathrm{d}\mathbf{F}=\mathrm{d}q\left(\mathbf{E}+\mathbf{v}\times\mathbf{B}%\right)\,\!			
323	dirac equation in curved spacetime	\mathbf{J}=\rho\mathbf{v}\,\!			
323	dirac equation in curved spacetime	\mathbf{F}=\iiint\!(\rho\mathbf{E}+\mathbf{J}\times\mathbf{B})\,\mathrm{d}V.\,\!			
323	dirac equation in curved spacetime	\mathbf{f}=\nabla\cdot\boldsymbol{\sigma}-\dfrac{1}{c^{2}}\dfrac{\partial%\mathbf{S}}{\partial t}\,\!			
323	dirac equation in curved spacetime	\nabla\times\mathbf{E}=-\frac{\partial\mathbf{B}}{\partial t}\ .			
323	dirac equation in curved spacetime	L=\frac{m}{2}\mathbf{\dot{r}}\cdot\mathbf{\dot{r}}+q\mathbf{A}\cdot\mathbf{%\dot{r}}-q\phi			
